content,score,sentiment,clean
"aplikasi terbaik sampai saat ini, gak pernah mengecewakan promo promo nya.",5,positif,aplikasi terbaik saat gak pernah mengecewakan promo promo nya
shopee melindungi konsumen,5,positif,shopee melindungi konsumen
terimakasih shopee,5,positif,terimakasih shopee
Sangat membantu untuk berbelanja Online,5,positif,sangat membantu berbelanja online
Masa iya aku ga pesan apa apa tiba-tiba ada notif pembayaran sebesar Rp 509.490 gagal karena saldo tidak cukup,5,positif,masa iya aku ga pesan apa apa tibatiba notif pembayaran sebesar rp  gagal saldo cukup
mantap,5,positif,mantap
trima kasih semoga kedepan lebih lancar,5,positif,trima kasih semoga kedepan lebih lancar
selalu memuaskan,5,positif,selalu memuaskan
siip,5,positif,siip
"pengantaran nya lama udah 1 Minggu lebih belum sampai"" mobil tidak gerak"" pokok nya nyesal beli di shoppe",1,negatif,pengantaran nya lama udah  minggu lebih sampai mobil gerak pokok nya nyesal beli shoppe
"aneh saya ga bisa login login tulisannya coba lagi coba lagi, udh di coba coba ga bisa, padahal jaringan aman",1,negatif,aneh ga login login tulisannya coba coba udh coba coba ga padahal jaringan aman
cocok buat kaum rebahan yg malas belanja,5,positif,cocok buat kaum rebahan yg malas belanja
sudah sangat membantu dalam memenuhi kebutuhan primer dan sekunder,5,positif,sangat membantu memenuhi kebutuhan primer sekunder
bagus banget,5,positif,bagus banget
"sangat puas karna banyak promo gratis nya. lebih dibanyakin lagi ya promo"" ya kak",5,positif,sangat puas karna banyak promo gratis nya lebih dibanyakin promo ya kak
tempat belanja terbaik,5,positif,tempat belanja terbaik
"tolong dong min tingkatin lgi soal pengiriman masa hrs nunggu 5 hari stuck disitu dri Maret 30-05 April baru smpai cmn beda kota loh, pengiriman jg+kasar asal lempar"" kurirnya kek gtu ditegur knp gini terus mending pindah apk sblh aja lebih cepet diskon juga ada bnyk",1,negatif,dong min tingkatin lgi soal pengiriman masa hrs nunggu  hari stuck disitu dri maret  april baru smpai cmn beda kota loh pengiriman jgkasar asal lempar kurirnya kek gtu ditegur knp gini terus mending pindah apk sblh aja lebih cepet diskon ada bnyk
ga ngotak kalo ngasi iklan di apk lain jadi males belanja gara gara iklannya terlalu maksain,1,negatif,ga ngotak kalo ngasi iklan apk jadi males belanja gara gara iklannya terlalu maksain
shopy mantap pengiriman cepat,5,positif,shopy mantap pengiriman cepat
mewah,5,positif,mewah
pengiriman kurir spx lambat sampai 5 gak di antar ke rumah padahal cuman tinggal antar di rumah sampai 5 hari stak gak di antar,1,negatif,pengiriman kurir spx lambat  gak antar rumah padahal cuman tinggal antar rumah  hari stak gak antar
Bgus bget,5,positif,bgus bget
"respon cepat,pengirim barang cepat trim's",5,positif,respon cepatpengirim barang cepat trims
baik,5,positif,baik
plis developer tolong tambahin pembayaran lewat dana🙏,3,netral,plis developer tambahin pembayaran lewat dana
"Setelah saya pakai aplikasi ini liat liat banyak yang diskon, tetangga saya semua terheran dan ingin mempunyai aplikasi ini hebat.",5,positif,pakai aplikasi liat liat banyak diskon tetangga saya semua terheran ingin mempunyai aplikasi hebat
lebih dari 90% produk nya bagus,5,positif,lebih  produk nya bagus
"iklan banyak betul,kurang²i sedikit iklan bos tdk mau kemana juga itu apk",1,negatif,iklan banyak betulkurangi sedikit iklan bos tdk mau juga apk
sangat bagus,4,positif,sangat bagus
mantap setiap pngiriman barang sesuai,5,positif,mantap pngiriman barang sesuai
"shopee sangat membantu berbelanja,saya sangat menyukai aplikasi ini☺️",5,positif,shopee sangat membantu berbelanjasaya sangat menyukai aplikasi
mantap,5,positif,mantap
mantap,5,positif,mantap
mantap,5,positif,mantap
pelayanan jelek barang hilang dari expedisi shope kurang uang rp 28000,1,negatif,pelayanan jelek barang hilang expedisi shope kurang uang rp 
bagus & terpercaya serta penuh ke mudahan buat pesan barang,5,positif,bagus  terpercaya penuh mudahan buat pesan barang
sangat puas belanja,5,positif,sangat puas belanja
harga sesuai,5,positif,harga sesuai
suka iklan,1,negatif,suka iklan
"kalau bisa cantumin nomor kontak kurir nya,kaya tiktok dan lazadq biar gampang ngontek nya",4,positif,kalau cantumin nomor kontak kurir nyakaya tiktok lazadq biar gampang ngontek nya
sngat baik ya pkokny,5,positif,sngat baik pkokny
ok,5,positif,
Ongkos kirimnya mahal sistem cod Agak kecewa. Saya mau beli barang sistem cod saya melihat sistem cod mahal Ongkos kirimnya. Saya masih servir. Saya dulu suka shopee sekarang agak kurang maaf 🙏🙏🙏🙂,5,positif,ongkos kirimnya mahal sistem cod kecewa mau beli barang sistem cod melihat sistem cod mahal ongkos kirimnya masih servir dulu suka shopee sekarang kurang maaf 
ok bgt,5,positif,bgt
"sekarang shopee pengirimannya lambat, padahal tokonya di Surabaya, lokasinya saya di Sumenep Madura, yang mau nyampe sampai 1 Minggu lebih, kadang ditunda terus gimana sih pihak shopee ini, coba diperbaiki lagi",2,negatif,sekarang shopee pengirimannya lambat padahal tokonya surabaya lokasinya di sumenep madura mau nyampe  minggu lebih kadang ditunda terus gimana sih pihak shopee coba diperbaiki
amanah,5,positif,amanah
mantep,5,positif,mantep
ok,5,positif,
belanja di shopee praktis & hemat biaya & waktu...,5,positif,belanja shopee praktis  hemat biaya  waktu
"semoga shopee semakin jaya, sukses, dan semoga limit payleter saya bisa naik banyak, kan saya tidak pernah terlambat bayar. 🤲🤲🤲😁",5,positif,semoga shopee semakin jaya sukses semoga limit payleter bisa naik banyak kan tidak pernah terlambat bayar 
"Shopee lu gak punya kurir lain selain shopee express, pesen paket dari tgl 28 Maret sampai sekarang belum datang juga",1,negatif,shopee lu gak punya kurir selain shopee express pesen paket tgl  maret sekarang datang
shopee ini kurir nya gimana pengiriman kerumah gak jadi mulu. COD sih tp kasian penjualnya . kalaupun bukan cod pembeli yang dibuat ketar ketir. pusing,4,positif,shopee kurir nya gimana pengiriman kerumah gak jadi mulu cod sih tp kasian penjualnya  kalaupun bukan cod pembeli dibuat ketar ketir pusing
belanja di shopee memberikan pengalaman dan kepuasan tersendiri shopee sll memanjakan pelanggan banyak diskon gratis ongkir..pokok sll shopee GK ada yg lain.,5,positif,belanja shopee memberikan pengalaman kepuasan tersendiri shopee sll memanjakan pelanggan banyak diskon gratis ongkirpokok sll shopee gk yg
shoppe memang josss,5,positif,shoppe memang josss
tak butuh dekon 🙏 yang penting geratis onkir,5,positif,tak butuh dekon  penting geratis onkir
tempat jual beli musang berkualitas,5,positif,tempat jual beli musang berkualitas
sangat puas belanjanya,5,positif,sangat puas belanjanya
"shopee sekarang kaya ga aman deh, kemaren saya kena bajak, terus di daftarin ke spinjam lalu saya kaget kna ada tagihan padahal saya blm pernah pinjam uang ke spinjam, ga recommended deh shopee sekarang",1,negatif,shopee sekarang kaya ga aman deh kemaren kena bajak terus daftarin spinjam lalu kaget kna tagihan padahal blm pernah pinjam uang spinjam ga recommended deh shopee sekarang
ga jelas,1,negatif,ga jelas
"bnyk promo , bnyk diskon di food nya ok 👍",5,positif,bnyk promo  bnyk diskon food nya 
"menyenangkan belanja di shopee , banyakk gratis ongkir nya , kurir nya ramah2",5,positif,menyenangkan belanja shopee  banyakk gratis ongkir nya  kurir nya ramah
"keren,,,,Peking keren",5,positif,kerenpeking keren
mantap,5,positif,mantap
nice,5,positif,nice
puas,5,positif,puas
"jelek kebanyakan biyaya admin nya,",1,negatif,jelek kebanyakan biyaya admin nya
"Sejak ada pengiriman dari Tangerang langsung sekarang paket jadi lama banget nyampeknya, Gak kayak dulu semuanya dikirim ke surabaya terlebih dahulu baru nyebrang ke sulawesi. Sekarang status pesanan juga jadi sering tdk di Update, sampai estimasi barang, bisa lewat sampai berhari hari bahkan berminggu minggu.",1,negatif,sejak pengiriman tangerang langsung sekarang paket jadi lama banget nyampeknya gak kayak dulu semuanya dikirim surabaya terlebih baru nyebrang sulawesi sekarang status pesanan jadi sering tdk update estimasi barang lewat berhari hari bahkan berminggu minggu
belanja lengkap untuk kebutuhan sehari-hari,5,positif,belanja lengkap kebutuhan seharihari
selalu pesan di shope karna mudah dan banyak Promo ongkir nya. harga barang juga terjangkaw di banging beli di toko secara langsung 💕,5,positif,selalu pesan shope karna mudah banyak promo ongkir nya harga barang terjangkaw banging beli toko langsung 
"aku suka sama aplikasi nya bisa dikontrol banyak promo, pelayanan bagus 👍 pokonya de bestt lah",5,positif,aku suka sama aplikasi nya dikontrol banyak promo pelayanan bagus  pokonya de bestt lah
paket di tunda terus,1,negatif,paket tunda terus
sangat di rekomendasi dan sangat membantu,5,positif,sangat rekomendasi sangat membantu
"balikin jne atau jnt daripada spx lama tau tau paket ilang. mana skrg CS lu bot AI, ditanya apa jawabannya ga membantu sama sekali",1,negatif,balikin jne jnt spx lama tau tau paket ilang mana skrg cs lu bot ai ditanya apa jawabannya ga membantu sama sekali
"pelayanan sangat kurang,arogan!!!!",1,negatif,pelayanan sangat kurangarogan
sangat oke,5,positif,sangat oke
"tolong beresin saler yang kalo pesanan sudah masuk estimasi pengiriman tapi statusnya masih dikemas. klo perlu dikasih sanksi agar tidak boleh berjualan lagi, karena merugikan konsumen uang udah ditransfer jeda waktu uang konsumen bisa diputar untuk bisnis yang lain dan rugi waktu juga untuk konsumen",3,netral,beresin saler kalo pesanan masuk estimasi pengiriman statusnya dikemas klo perlu dikasih sanksi tidak berjualan karena merugikan konsumen uang udah ditransfer jeda waktu uang konsumen diputar bisnis lain rugi waktu untuk konsumen
makin kesini sering bgt pengiriman di tunda dengan alasan alamat tidak lengkap jdi malas belanja di Shopee mending belanja di tiktok udh murah pengiriman cepet,1,negatif,makin kesini sering bgt pengiriman tunda alasan alamat lengkap jdi malas belanja shopee mending belanja tiktok udh murah pengiriman cepet
Saya sangat menyukainya tapi terkadang gagal,5,positif,sangat menyukainya terkadang gagal
sering muncul M02/D02 saat mau checkout,3,netral,sering muncul md mau checkout
"pelayanan ny okk,trs ongkir ny juga murah",5,positif,pelayanan ny okktrs ongkir ny murah
2 akun error,1,negatif, akun error
saya suka,5,positif,suka
Sejauh ini dari 2023 sampai 2026. aplikasi masih lelet aja. karena kebanyakan iklan. dan sejak perubahan tampilan video pertama kali buka aplikasi malah makin payah. aplikasinya jadi susah di gunakan.,1,negatif,sejauh dari   aplikasi lelet aja kebanyakan iklan sejak perubahan tampilan video pertama kali buka aplikasi malah makin payah aplikasinya jadi susah gunakan
bagus,5,positif,bagus
bener bener puas banyak banget diskonnya... memudahkan berbelanja... sukses selalu shoppe,5,positif,bener bener puas banyak banget diskonnya memudahkan berbelanja sukses selalu shoppe
bagus,5,positif,bagus
gimana si pesen barang udah lama salah alamat hadeh,1,negatif,gimana si pesen barang udah lama salah alamat hadeh
"belanja lebih mudah,no ribet tinggal klik,",5,positif,belanja lebih mudahno ribet tinggal klik
Mantap sangat membantu usaha saya,5,positif,mantap sangat membantu usaha
memuas kan belanja di shopee..trus kurirnya pada baik smua dan ganteng²...,5,positif,memuas kan belanja shopeetrus kurirnya baik smua ganteng
memuaskan u belnja d shope,5,positif,memuaskan u belnja d shope
bagus,5,positif,bagus
"Saya sudah lama menjadi pengguna Shopee, namun saat ini sistemnya terasa semakin tidak jelas. Customer service sulit dihubungi, dan estimasi pengiriman pun sering berubah-ubah tanpa kepastian. Awalnya, estimasi pengiriman adalah tanggal 1–2 April. Kemudian berubah menjadi 2–3 Apr, lalu kembali berubah menjadi 3–4 Apr. Hingga pada tanggal 5 April, estimasi kembali berubah menjadi 4–5 Apr. Perubahan estimasi yg terus-menerus seperti ini tentu sangat membingungkan dan mengecewakan sebagai pelanggan",1,negatif,sudah lama menjadi pengguna shopee saat sistemnya terasa semakin jelas customer service sulit dihubungi estimasi pengiriman sering berubahubah kepastian awalnya estimasi pengiriman tanggal  april kemudian berubah menjadi  apr lalu berubah menjadi  apr hingga tanggal  april estimasi berubah menjadi  apr perubahan estimasi yg terusmenerus ini sangat membingungkan mengecewakan pelanggan
"apa yg kita butuh semua ada di sophee, pokoknya membantu banget untuk aku yg mageran",5,positif,apa yg butuh semua di sophee pokoknya membantu banget aku yg mageran
shope skrg gimana pesanan dibatal kan sendiri jadi lama BRG mau order lgi tolong dong shope kenapa setiap pesan barg terbatal otomatis oleh shope jadi lambat makin buruk,1,negatif,shope skrg gimana pesanan dibatal kan sendiri jadi lama brg mau order lgi dong shope setiap pesan barg terbatal otomatis shope jadi lambat makin buruk
cepat dan amanah..kurirnya teman saya rupanya,5,positif,cepat amanahkurirnya teman rupanya
apk belanja online yg bagus,5,positif,apk belanja online yg bagus
jos gandos,5,positif,jos gandos
goodblazzz,5,positif,goodblazzz
Puas,5,positif,puas
its oke,5,positif,its oke
sangat mudah untk sopiing dimna aj semua gue.bos q???,5,positif,sangat mudah untk sopiing dimna aj semua guebos q
sangat membntu,5,positif,sangat membntu
shopee baik banget sering kasi aku gratis ongkir jadi murah semua barang barang nya emang shopee terbaik🤩,5,positif,shopee baik banget sering kasi aku gratis ongkir jadi murah semua barang barang nya emang shopee terbaik
tolong pihak shopee berhentikan iklan yang tak mengenakkan,1,negatif,pihak shopee berhentikan iklan tak mengenakkan
apk amanah sesuai iklan semua yang di jual👍🏻,5,positif,apk amanah sesuai iklan semua di jual
jangan caper lu iklan aja nipu lu,1,negatif,jangan caper lu iklan aja nipu lu
saya sangat puasa dengan shopee karena bisa berbelanja sepuasnya tanpa ongkir,5,positif,sangat puasa shopee bisa berbelanja sepuasnya ongkir
mantap pelayanannya,5,positif,mantap pelayanannya
Belanja jadi praktis,5,positif,belanja jadi praktis
"makin kesini status pengiriman nya ga jelas, pesanan saya aja banyak yg STUCK di Hub, udah 5 hari ga nyampe nyampe padahal jaraknya dekat tolong dong di tingkatkan lagi pengiriman nya,",2,negatif,makin kesini status pengiriman nya ga jelas pesanan aja banyak yg stuck hub udah  hari ga nyampe nyampe padahal jaraknya dekat dong tingkatkan pengiriman nya
"belanja lebih mudah, segala kebutuhan terpenuhi",5,positif,belanja lebih mudah segala kebutuhan terpenuhi
pokok nya Shopee mantap,5,positif,pokok nya shopee mantap
"aplikasi shopee sangat membantu,dan mudah menggunakan nya saya suka belanja lewat shopee",5,positif,aplikasi shopee sangat membantudan mudah menggunakan nya suka belanja lewat shopee
menganggu pas nonton dracin,1,negatif,menganggu pas nonton dracin
jangan beli beli,1,negatif,jangan beli beli
"bagus tapiiii pas aku mau beli smart glasses aku gabisa buka produknya, padahal kalo produk lain kayak keset bisa tolong di perbaiki ya.",5,positif,bagus tapiiii pas aku mau beli smart glasses aku gabisa buka produknya padahal kalo produk kayak keset tolong perbaiki
pengen di sapa Mimin shopee,5,positif,pengen sapa mimin shopee
"jika sudah meretur paket cod, apk tdk melayani cod lagi",4,positif,sudah meretur paket cod apk tdk melayani cod
Bagus,5,positif,bagus
shopi Pi Pi Pi Shopi Pi Pi Pi selalu nyaman d hati😄🙏,5,positif,shopi pi pi pi shopi pi pi pi selalu nyaman d hati
bisa dapet Diamonds ff gratis🗿,5,positif,dapet diamonds ff gratis
perhatikan lagi kurir SPX mu,4,positif,perhatikan kurir spx mu
Oke Banget Aplikasi Ini Sangat Membantu Sekali Dalam Hal Pembelian Online,5,positif,oke banget aplikasi sangat membantu sekali hal pembelian online
sangat membatu dalan kebutuhan keluarga,5,positif,sangat membatu dalan kebutuhan keluarga
sopy semakin maju belanja d sopy Amanah bunga kecil trimakasih sopy nanti aku ambil LG Aipon doain aku dpt Rizki LG.,5,positif,sopy semakin maju belanja d sopy amanah bunga kecil trimakasih sopy aku ambil lg aipon doain aku dpt rizki lg
bagus sekali,5,positif,bagus sekali
harga relatif murah serta memuaskan,5,positif,harga relatif murah memuaskan
pelayanan prima.memuaskan dan dapat dipercaya,5,positif,pelayanan primamemuaskan dapat dipercaya
"susah dapat kurir,jgn ada aplikasinya aja sekalian.",1,negatif,susah kurirjgn aplikasinya aja sekalian
"Shopee toko online terpercaya, mudah untuk membeli barang",5,positif,shopee toko online terpercaya mudah membeli barang
Shopee benerin kurir lu tuh pada di siksa ama sitem elu,1,negatif,shopee benerin kurir lu tuh di siksa ama sitem elu
"pokoknya seneng banget dengan aplikasi shopee ini, sangat membantu banget",5,positif,pokoknya seneng banget aplikasi shopee sangat membantu banget
sangat bagus,5,positif,sangat bagus
kalu barang sesuai saya g akan mengembalikan barang ini sebelum nya terima kasih,5,positif,kalu barang sesuai g mengembalikan barang sebelum nya terima kasih
semua. itu. bagus,1,negatif,semua bagus
"asli ngeselin banget aplikasi shope sekarang ini , udah 2 kali update ini malah jadi ngelag , keluar sendiri sampai berkali-kali, udah uninstall udah clear cache tetap sampai sekarang tetap ngelag parah , tolong segera perbaiki , hp saya "" Oppo f7 """,1,negatif,asli ngeselin banget aplikasi shope sekarang  udah  kali update malah jadi ngelag  keluar sendiri berkalikali udah uninstall udah clear cache tetap sekarang tetap ngelag parah  segera perbaiki  hp  oppo f 
terimakasih,5,positif,terimakasih
kurang memuaskan trus jga ska di tunda Mulu paket nya harus nya kan tepat waktu ini kok GK tepat waktu sh,3,netral,kurang memuaskan trus jga ska tunda mulu paket nya nya kan tepat waktu kok gk tepat waktu sh
Ok,4,positif,
apakah shopee tidak membuka layanan striming film seperti Amazon,5,positif,shopee membuka layanan striming film amazon
ok,5,positif,
sangan syuka belanja di shopee aman dan nyaman tentunya,5,positif,sangan syuka belanja shopee aman nyaman tentunya
ok,5,positif,
mantap👍👍,5,positif,mantap
baik pokoknya,5,positif,baik pokoknya
sekarang pengiriman spx luamaa pake banget,1,negatif,sekarang pengiriman spx luamaa pake banget
udah ngak bisa COD di bgian sulawesi utara tepatnya di bitung,1,negatif,udah ngak cod bgian sulawesi utara tepatnya bitung
memuaskan pembeli. trimakasih,5,positif,memuaskan pembeli trimakasih
puas,5,positif,puas
lumayan lah,5,positif,lumayan lah
tidak bisa co jika co payment dibatalin pihak shopee..terus minta bantuan katanya co ulang tapi setelah co ulang dibatalin lagi dan begitu terus. shopee sekarang memang aneh semua orang mengalaimin semua.,1,negatif,bisa co co payment dibatalin pihak shopeeterus minta bantuan katanya co ulang setelah co ulang dibatalin dan terus shopee sekarang memang aneh semua orang mengalaimin semua
cakep,5,positif,cakep
Apk ini bagus untuk belanja dan banyak permainan tapi hp kita cepat panas dan banyak mengguras banyak baterai tolong di berbaiki yah,5,positif,apk bagus belanja banyak permainan hp cepat panas banyak mengguras banyak baterai di berbaiki yah
"senang belanja di Shopee smua pesanan sy sesuai dn proses cepat, semoga sll bagus pelayanan",5,positif,senang belanja shopee smua pesanan sy sesuai dn proses cepat semoga sll bagus pelayanan
Shopee sangat membantu di saat butuh barang trs gak ada uang bisa pakai paylater,5,positif,shopee sangat membantu saat butuh barang trs gak uang pakai paylater
mantap,5,positif,mantap
murah harga beli nya di shoope,5,positif,murah harga beli nya shoope
jir ada promo besar besaran,5,positif,jir promo besar besaran
KEBANYAKAN IKLANNNNN,1,negatif,kebanyakan iklannnnn
fav belanja disini .. good pokonyaa,5,positif,fav belanja disini  good pokonyaa
jossss,5,positif,jossss
anjir keren banget shopee cok,5,positif,anjir keren banget shopee cok
untuk saat ini shopee bagus,4,positif,saat shopee bagus
mantab,5,positif,mantab
sangat mudah,5,positif,sangat mudah
belanja kebutuhan lebih mudah tidak harus datang ke outlet dan sangat terbantu,5,positif,belanja kebutuhan lebih mudah harus datang outlet sangat terbantu
sangat membantu,3,netral,sangat membantu
kinerja kurir di lapangan yang sangat buruk.sangat kecewa dan CS tidak memberikan solusi yang baik,1,negatif,kinerja kurir lapangan sangat buruksangat kecewa cs memberikan solusi baik
"good jobs Shopee,serba serbi perbelanjaan,dan mempermudah untuk belanja apa saja yg kita butuhkan,sukses selalu buat Shopee.",5,positif,good jobs shopeeserba serbi perbelanjaandan mempermudah belanja apa yg butuhkansukses selalu buat shopee
pengiriman shope buruk banget udah nunggu paket slama. 2. Minggu malah d suruh nunggu lagi,1,negatif,pengiriman shope buruk banget udah nunggu paket slama  minggu malah d suruh nunggu
sangat bagus,5,positif,sangat bagus
"merugikan penjual dan pembeli,khusus nya buat tanaman dan pet, pengiriman 3-4 hari, malah berubah jadi 8 hari, pengiriman jalur udara malah jadi kargo,minta ganti rugi malah disuruh ajukan pengembalian, ini rugi sipenjual nya kalo gw balikin, horor",1,negatif,merugikan penjual pembelikhusus nya buat tanaman pet pengiriman  hari malah berubah jadi  hari pengiriman jalur udara malah jadi kargominta ganti rugi malah disuruh ajukan pengembalian rugi sipenjual nya kalo gw balikin horor
"shopee bagus, saran aja kalau ada penipuan dari penjual langsung di blok walaupun hanya sekali.biar gak kebiasaan.",5,positif,shopee bagus saran aja kalau penipuan penjual langsung blok walaupun sekalibiar gak kebiasaan
keaaaa jelek burikkk banya iklan jausa donlod ini aplikasi,1,negatif,keaaaa jelek burikkk banya iklan jausa donlod aplikasi
tolong perbaiki sistem soalnya saya bukan pengangguran.... untuk cs nya sabar saya omelin udh badan LG enak,1,negatif,perbaiki sistem soalnya bukan pengangguran cs nya sabar omelin udh badan lg enak
sering di batalin,1,negatif,sering batalin
sangat bagus,5,positif,sangat bagus
saya sudah lama belanjadi shopee bagu dan jujur terimakasi shopee tetap maju dan berjaya,5,positif,sudah lama belanjadi shopee bagu jujur terimakasi shopee tetap maju berjaya
"Tagihan Shopee Spaylater Udah Lunas Satu Bulan Lebih Tp Akun Masih Di Batasi/Di Bekukan/Gak Bisa Di Gunakan,Sudah Kirim Email Tp Gak Ada Respon.. Klo Sudah Gak Boleh Pakai Lagi Ya Sudah,,Saya Masih Ada Aplikasi2 Lain Yg Bisa Saya Gunakan Dan Limit Malah Lebih Banyak..",3,netral,tagihan shopee spaylater udah lunas satu bulan lebih tp akun di batasidi bekukangak di gunakansudah kirim email tp gak respon klo gak pakai ya sudahsaya ada aplikasi yg saya gunakan limit malah lebih banyak
jika ada kendala tinggal chat bantuan beress,5,positif,ada kendala tinggal chat bantuan beress
saya puas dengan pelayanan dari shopee,5,positif,puas pelayanan shopee
bgs tpi knpa ya tolong kok udah masuk tpi kok gk bisa masuk lagii,4,positif,bgs tpi knpa tolong kok udah masuk tpi kok gk masuk lagii
Shopee sangat membantu beli barang apapun cukup dari rumah,5,positif,shopee sangat membantu beli barang apapun cukup rumah
"jangan lansung batal sepihak dong bos .barang sudah dibayar terlebih dahulu itu .langsung diretur .kuris saja belum telpon dan wa.. langsung diretur !pengantaran pertama saja belum ,barang langsung dikembalikan ke seller ! sadis memang",4,positif,jangan lansung batal sepihak dong bos barang dibayar terlebih itu langsung diretur kuris belum telpon wa langsung diretur pengantaran pertama belum barang langsung dikembalikan seller  sadis memang
Pengiriman semakin tidak tepat waktu.,2,negatif,pengiriman semakin tepat waktu
sangat membantu untuk berbelanja online...,5,positif,sangat membantu berbelanja online
keren,5,positif,keren
ok,5,positif,
"gila nih shoppee paket gw stuck di gudang palembang sdh lima hari gak ada bergerak sama sekali , padaa gak becus kerja ya kayaknya gudang sophee palembang",1,negatif,gila nih shoppee paket gw stuck gudang palembang sdh lima hari gak bergerak sama sekali  padaa gak becus kerja kayaknya gudang sophee palembang
nice nice nice,5,positif,nice nice nice
puas dengan fitur di shopee,5,positif,puas fitur shopee
bagus,5,positif,bagus
memudah kan untuk belanja di setiap waktu..,5,positif,memudah kan belanja setiap waktu
"bagus sih, sayang gak ada nomor kurir kalo ada apa apa gak bisa respon keluhan",3,netral,bagus sih sayang gak nomor kurir kalo apa apa gak respon keluhan
The best ecommers,5,positif,the best ecommers
mantap,5,positif,mantap
"pengirimannya skrg lama banget, sesama jakarta aja 5 hari belum nyampe. jd males lama2 belanja di shopee",2,negatif,pengirimannya skrg lama banget sesama jakarta aja  hari nyampe jd males lama belanja shopee
"tim cs shopee bertele tele. aku ingin membatalkan pesanan karena sudah lewat tgl estimasi, tiba² besoknya tgl estimasi berubah. dari tgl 3,4,5,6,7,8. apaapaan ini, pembodohan sekali. pembatalan pesanan hanya bisa kalau lewat tgl estimasi, tapi kalau ditambah terus tgl estimasinya gak bisa ajukan pembatalan dong???? yg waras ya tim cs shopee ... mereka menghilang saat aku komplain, tiba2 chat berakhir. apa gak makin kesel, rugi wkt banget. kalau ada penilaian buat kalian aku kasi -100 👎",1,negatif,tim cs shopee bertele tele aku membatalkan pesanan sudah lewat tgl estimasi tiba besoknya tgl estimasi berubah tgl  apaapaan pembodohan sekali pembatalan pesanan kalau lewat tgl estimasi kalau ditambah terus tgl estimasinya gak bisa ajukan pembatalan dong yg waras tim cs shopee  menghilang aku komplain tiba chat berakhir apa gak makin kesel rugi wkt banget kalau penilaian buat kalian aku kasi  
sebenernya bagus brg sesuai tp untuk pengiriman kurang bagus tiap dapat harga murah lgs dibatalkan sama kurir alesanny barang hilang. bikin kecewa. kurir spx benar tidak bertanggung jawab kl dapat harga murah barang tidak pernah sampai ketangan konsumen. dan akhirnya difoto sendiri dan brg diambil oleh pihak kurir bikin rugi konsumen. hanya bisa komplain lewat ulasan.,1,negatif,sebenernya bagus brg sesuai tp pengiriman kurang bagus tiap harga murah lgs dibatalkan sama kurir alesanny barang hilang bikin kecewa kurir spx benar bertanggung jawab kl harga murah barang pernah ketangan konsumen akhirnya difoto sendiri brg diambil pihak kurir bikin rugi konsumen bisa komplain lewat ulasan
the best lah,5,positif,the best lah
"aplikasi yg memudahkan saya untuk belanja, dn yg pasti lebih hemat.",5,positif,aplikasi yg memudahkan untuk belanja dn yg lebih hemat
"belanja di shopee aman dan pengembalian barang dan dana, jika tdk sesuai deskripsi /pesanan mudah& cepat dilakukan",5,positif,belanja shopee aman pengembalian barang dana tdk sesuai deskripsi pesanan mudah cepat dilakukan
pket sy udh beberapa kli g di antar kerumah selalu saja di jadwalkan ulang pengiriman nya sampe dibalikan lagi ke penjualnya,2,negatif,pket sy udh beberapa kli g antar kerumah selalu di jadwalkan ulang pengiriman nya sampe dibalikan ke penjualnya
Kebanyakan gimik dan fitur² yang sebenarnya kurang begitu penting. Esensi sebagai aplikasi jual beli dipertanyakan.,3,netral,kebanyakan gimik fitur sebenarnya kurang penting esensi aplikasi jual beli dipertanyakan
belanja dengan shopee sangat gampang dan mengerti apa yg kita butuhkan dan juga harga terjangkau,5,positif,belanja shopee sangat gampang mengerti apa yg butuhkan juga harga terjangkau
"shopee emang de best ,tetap jaya",5,positif,shopee emang de best tetap jaya
"shoope sekarang ini gak bisa telat 1 hari,telat 1 hari paket di retur,, sementara alamat yang gua pakai alamat kantor, paket ku selalu di krim hari Minggu gimana mau ambil itu paket sementara hari libur,jarak rumah saya dan kantor tempat saya kerja cukup jauh 17 kilo..",1,negatif,shoope sekarang gak telat  haritelat  hari paket retur alamat gua pakai alamat kantor paket ku selalu krim hari minggu gimana mau ambil paket hari liburjarak rumah dan kantor tempat kerja cukup jauh  kilo
puas ya .. pengiriman cepat ... tapi kalo pengguna baru emang enggak bisa cod lebih dari 4x belanja ya .. soalnya aku udah pesan 4 habis itu enggak bisa cod lagi,5,positif,puas  pengiriman cepat  kalo pengguna baru emang enggak cod lebih x belanja  soalnya aku udah pesan  habis enggak cod
bagus,5,positif,bagus
it's so good,5,positif,its so good
toko nya amanah ikan nya hidup & sehat2 semua,5,positif,toko nya amanah ikan nya hidup  sehat semua
sangat membantu,5,positif,sangat membantu
"aplikasi shopee sangat bagus dan barng sesuai tapi , ada toko yg penipuan jadi tolong pihak shopee blokir toko yg penipuan itu terima kasih shopee 👍👍👍",5,positif,aplikasi shopee sangat bagus barng sesuai  toko yg penipuan jadi pihak shopee blokir toko yg penipuan terima kasih shopee 
"barang bagus banget sesuai pesanan datang tepat waktu, bener bener Ok banget",5,positif,barang bagus banget sesuai pesanan datang tepat waktu bener bener banget
amanah,5,positif,amanah
